"Hour", "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "4.16 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "Aux26", "4.16 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "Aux27", "4.16 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "Aux28", "4.16 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "Aux29", "4.16 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25", "Aux30"
7176, 1870.86, 263.328, 3356.23, 3549.99, 1843.48, 1014.66, 3273, 3735.69, 0, 0, 0, 0, 27.3763, 54.3656, 83.2662, 166.882, 27.3763, 54.3656, 0, 0, 83.2662, 0, 27.3762, 1.23072E-005, 25.5981, 0.815577, 26.4137, 0.962557, 0, 0, 0, 0, 27.3763, 0, 0, 0, 0, 0, 0, 27.3762, 0, 0, 0, 0, 0, 0, 1.23072E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1843.48, 0, 0, 0, 0, 0, 0
7177, 1711.61, 165.651, 3356.23, 3549.99, 1688.04, 929.236, 3273, 3735.69, 0, 0, 0, 0, 23.564, 46.703, 83.2662, 166.882, 23.564, 46.703, 0, 0, 83.2662, 0, 23.564, 1.11896E-005, 22.0727, 0.676923, 22.7496, 0.814394, 0, 0, 0, 0, 23.564, 0, 0, 0, 0, 0, 0, 23.564, 0, 0, 0, 0, 0, 0, 1.11896E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1688.04, 0, 0, 0, 0, 0, 0
7178, 1629.86, 115.766, 3356.23, 3549.99, 1608.07, 885.276, 3273, 3735.69, 0, 0, 0, 0, 21.7869, 43.1319, 83.2662, 166.882, 21.7869, 43.1319, 0, 0, 83.2662, 0, 21.7869, 1.06944E-005, 20.4321, 0.610974, 21.0431, 0.743823, 0, 0, 0, 0, 21.7869, 0, 0, 0, 0, 0, 0, 21.7869, 0, 0, 0, 0, 0, 0, 1.06944E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1608.07, 0, 0, 0, 0, 0, 0
7179, 1590.64, 91.8846, 3356.23, 3549.99, 1569.61, 864.161, 3273, 3735.69, 0, 0, 0, 0, 20.9777, 41.506, 83.2662, 166.882, 20.9777, 41.506, 0, 0, 83.2662, 0, 20.9777, 1.04742E-005, 19.6857, 0.580706, 20.2664, 0.711298, 0, 0, 0, 0, 20.9777, 0, 0, 0, 0, 0, 0, 20.9777, 0, 0, 0, 0, 0, 0, 1.04742E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1569.61, 0, 0, 0, 0, 0, 0
7180, 1576.04, 83.0096, 3356.23, 3549.99, 1555.33, 856.292, 3273, 3735.69, 0, 0, 0, 0, 20.6832, 40.9143, 83.2662, 166.882, 20.6832, 40.9143, 0, 0, 83.2662, 0, 20.6832, 1.03962E-005, 19.4143, 0.569525, 19.9838, 0.699385, 0, 0, 0, 0, 20.6832, 0, 0, 0, 0, 0, 0, 20.6832, 0, 0, 0, 0, 0, 0, 1.03962E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1555.33, 0, 0, 0, 0, 0, 0
7181, 1611.54, 104.612, 3356.23, 3549.99, 1590.18, 875.408, 3273, 3735.69, 0, 0, 0, 0, 21.4049, 42.3642, 83.2662, 166.882, 21.4049, 42.3642, 0, 0, 83.2662, 0, 21.4049, 1.05861E-005, 20.0799, 0.596546, 20.6764, 0.72849, 0, 0, 0, 0, 21.4049, 0, 0, 0, 0, 0, 0, 21.4049, 0, 0, 0, 0, 0, 0, 1.05861E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1590.18, 0, 0, 0, 0, 0, 0
7182, 1782.95, 209.329, 3356.23, 3549.99, 1757.75, 967.538, 3273, 3735.69, 0, 0, 0, 0, 25.2144, 50.0198, 83.2662, 166.882, 25.2144, 50.0198, 0, 0, 83.2662, 0, 25.2144, 1.16689E-005, 23.5981, 0.737278, 24.3354, 0.879004, 0, 0, 0, 0, 25.2144, 0, 0, 0, 0, 0, 0, 25.2144, 0, 0, 0, 0, 0, 0, 1.16689E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1757.75, 0, 0, 0, 0, 0, 0
7183, 2112.03, 409.178, 3356.23, 3549.99, 2077.98, 1143.52, 3273, 3735.69, 0, 0, 0, 0, 34.0449, 67.7717, 83.2662, 166.882, 34.0449, 67.7717, 0, 0, 83.2662, 0, 34.0449, 1.44299E-005, 31.7757, 1.05851, 32.8342, 1.21063, 0, 0, 0, 0, 34.0449, 0, 0, 0, 0, 0, 0, 34.0449, 0, 0, 0, 0, 0, 0, 1.44299E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2077.98, 0, 0, 0, 0, 0, 0
7184, 2364.19, 560.189, 3356.23, 3549.99, 2322, 1277.63, 3273, 3735.69, 35.0598, 0, 34.9525, 0, 42.1657, 84.1219, 83.2662, 166.882, 42.1657, 84.1219, 0, 0, 83.2662, 0, 42.1657, 1.71827E-005, 39.2949, 1.36797, 40.6628, 1.50286, 0, 0, 0, 0, 42.1657, 0, 0, 0, 0, 0, 0, 42.1657, 0, 0, 0, 0, 0, 0, 1.71827E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2322, 0, 0, 0, 0, 0, 0
7185, 2418.51, 591.014, 3356.23, 3549.99, 2374.46, 1306.43, 3273, 3735.69, 92.9741, 0, 94.9298, 0, 44.0493, 87.9157, 83.2662, 166.882, 44.0493, 87.9157, 0, 0, 83.2662, 0, 44.0493, 1.78654E-005, 41.0741, 1.40833, 42.4824, 1.56688, 0, 0, 0, 0, 44.0493, 0, 0, 0, 0, 0, 0, 44.0493, 0, 0, 0, 0, 0, 0, 1.78654E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2374.46, 0, 0, 0, 0, 0, 0
7186, 2501.75, 643.567, 3356.23, 3549.99, 2454.7, 1350.47, 3273, 3735.69, 183.387, 0, 194.171, 0, 47.0639, 93.9832, 83.2662, 166.882, 47.0639, 93.9832, 0, 0, 83.2662, 0, 47.0639, 1.88942E-005, 43.8771, 1.51199, 45.3891, 1.67486, 0, 0, 0, 0, 47.0639, 0, 0, 0, 0, 0, 0, 47.0639, 0, 0, 0, 0, 0, 0, 1.88942E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2454.7, 0, 0, 0, 0, 0, 0
7187, 2532.41, 662.967, 3356.23, 3549.99, 2484.19, 1366.67, 3273, 3735.69, 216.597, 0, 232.345, 0, 48.2068, 96.2836, 83.2662, 166.882, 48.2068, 96.2836, 0, 0, 83.2662, 0, 48.2068, 1.92877E-005, 44.9403, 1.55112, 46.4914, 1.71543, 0, 0, 0, 0, 48.2068, 0, 0, 0, 0, 0, 0, 48.2068, 0, 0, 0, 0, 0, 0, 1.92877E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2484.19, 0, 0, 0, 0, 0, 0
7188, 2535.85, 665.145, 3356.23, 3549.99, 2487.52, 1368.48, 3273, 3735.69, 220.346, 0, 236.716, 0, 48.3362, 96.5441, 83.2662, 166.882, 48.3362, 96.5441, 0, 0, 83.2662, 0, 48.3362, 1.93315E-005, 45.0606, 1.55558, 46.6161, 1.72003, 0, 0, 0, 0, 48.3362, 0, 0, 0, 0, 0, 0, 48.3362, 0, 0, 0, 0, 0, 0, 1.93315E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2487.52, 0, 0, 0, 0, 0, 0
7189, 2520.09, 655.166, 3356.23, 3549.99, 2472.3, 1360.16, 3273, 3735.69, 203.299, 0, 216.945, 0, 47.7458, 95.356, 83.2662, 166.882, 47.7458, 95.356, 0, 0, 83.2662, 0, 47.7458, 1.91266E-005, 44.5112, 1.53559, 46.0468, 1.69901, 0, 0, 0, 0, 47.7458, 0, 0, 0, 0, 0, 0, 47.7458, 0, 0, 0, 0, 0, 0, 1.91266E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2472.3, 0, 0, 0, 0, 0, 0
7190, 2522.27, 656.544, 3356.23, 3549.99, 2474.44, 1361.31, 3273, 3735.69, 205.63, 0, 219.638, 0, 47.8267, 95.5185, 83.2662, 166.882, 47.8267, 95.5185, 0, 0, 83.2662, 0, 47.8266, 1.91564E-005, 44.5866, 1.53817, 46.1248, 1.70187, 0, 0, 0, 0, 47.8267, 0, 0, 0, 0, 0, 0, 47.8266, 0, 0, 0, 0, 0, 0, 1.91564E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2474.44, 0, 0, 0, 0, 0, 0
7191, 2518.82, 654.364, 3356.23, 3549.99, 2471.11, 1359.49, 3273, 3735.69, 201.906, 0, 215.343, 0, 47.6982, 95.2599, 83.2662, 166.882, 47.6982, 95.2599, 0, 0, 83.2662, 0, 47.6981, 1.91079E-005, 44.467, 1.53383, 46.0008, 1.6973, 0, 0, 0, 0, 47.6982, 0, 0, 0, 0, 0, 0, 47.6981, 0, 0, 0, 0, 0, 0, 1.91079E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2471.11, 0, 0, 0, 0, 0, 0
7192, 2506.49, 646.563, 3356.23, 3549.99, 2459.22, 1352.97, 3273, 3735.69, 188.554, 0, 200.047, 0, 47.2397, 94.3372, 83.2662, 166.882, 47.2397, 94.3372, 0, 0, 83.2662, 0, 47.2397, 1.89556E-005, 44.0405, 1.51822, 45.5587, 1.68095, 0, 0, 0, 0, 47.2397, 0, 0, 0, 0, 0, 0, 47.2397, 0, 0, 0, 0, 0, 0, 1.89556E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2459.22, 0, 0, 0, 0, 0, 0
7193, 2623.65, 717.515, 3356.23, 3549.99, 2571.92, 1414.84, 3273, 3735.69, 316.038, 0, 352.237, 0, 51.7029, 103.319, 83.2662, 166.882, 51.7029, 103.319, 0, 0, 83.2662, 0, 51.7028, 2.05473E-005, 48.1847, 1.68236, 49.8671, 1.83576, 0, 0, 0, 0, 51.7029, 0, 0, 0, 0, 0, 0, 51.7028, 0, 0, 0, 0, 0, 0, 2.05473E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2571.92, 0, 0, 0, 0, 0, 0
7194, 2969.66, 917.574, 3356.23, 3549.99, 2904.15, 1597.82, 3273, 3735.69, 670.048, 0, 846.193, 0, 65.5234, 131.156, 83.2662, 166.882, 65.5234, 131.156, 0, 0, 83.2662, 0, 65.5233, 2.55643E-005, 61.0624, 2.15533, 63.2178, 2.30557, 0, 0, 0, 0, 65.5234, 0, 0, 0, 0, 0, 0, 65.5233, 0, 0, 0, 0, 0, 0, 2.55643E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2904.15, 0, 0, 0, 0, 0, 0
7195, 3059.78, 975.776, 3356.23, 3549.99, 2990.14, 1644.99, 3273, 3735.69, 766.514, 0, 999.441, 0, 69.6618, 139.492, 83.2662, 166.882, 69.6618, 139.492, 0, 0, 83.2662, 0, 69.6618, 2.70635E-005, 64.9188, 2.29493, 67.2137, 2.44809, 0, 0, 0, 0, 69.6618, 0, 0, 0, 0, 0, 0, 69.6618, 0, 0, 0, 0, 0, 0, 2.70635E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2990.14, 0, 0, 0, 0, 0, 0
7196, 2955.54, 908.475, 3356.23, 3549.99, 2890.62, 1590.42, 3273, 3735.69, 654.951, 0, 822.927, 0, 64.8895, 129.879, 83.2662, 166.882, 64.8895, 129.879, 0, 0, 83.2662, 0, 64.8895, 2.53353E-005, 60.4715, 2.13422, 62.6058, 2.2837, 0, 0, 0, 0, 64.8895, 0, 0, 0, 0, 0, 0, 64.8895, 0, 0, 0, 0, 0, 0, 2.53353E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2890.62, 0, 0, 0, 0, 0, 0
7197, 2810.96, 815.614, 3356.23, 3549.99, 2752.37, 1514.52, 3273, 3735.69, 499.695, 0, 595.061, 0, 58.6099, 117.232, 83.2662, 166.882, 58.6099, 117.232, 0, 0, 83.2662, 0, 58.6099, 2.30916E-005, 54.6228, 1.9209, 56.5437, 2.06617, 0, 0, 0, 0, 58.6099, 0, 0, 0, 0, 0, 0, 58.6099, 0, 0, 0, 0, 0, 0, 2.30916E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2752.37, 0, 0, 0, 0, 0, 0
7198, 2560.14, 662.643, 3356.23, 3549.99, 2511.48, 1382.23, 3273, 3735.69, 230.023, 0, 247.927, 0, 48.6701, 97.2176, 83.2662, 166.882, 48.6701, 97.2176, 0, 0, 83.2662, 0, 48.6701, 1.95153E-005, 45.3468, 1.59729, 46.944, 1.72606, 0, 0, 0, 0, 48.6701, 0, 0, 0, 0, 0, 0, 48.6701, 0, 0, 0, 0, 0, 0, 1.95153E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2511.48, 0, 0, 0, 0, 0, 0
7199, 2228.23, 460.624, 3356.23, 3549.99, 2191.01, 1206.11, 3273, 3735.69, 0, 0, 0, 0, 37.2395, 74.1988, 83.2662, 166.882, 37.2395, 74.1988, 0, 0, 83.2662, 0, 37.2395, 1.56087E-005, 34.7494, 1.17017, 35.9196, 1.31986, 0, 0, 0, 0, 37.2395, 0, 0, 0, 0, 0, 0, 37.2395, 0, 0, 0, 0, 0, 0, 1.56087E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2191.01, 0, 0, 0, 0, 0, 0
7200, 1913.55, 286.277, 3356.23, 3549.99, 1885.1, 1037.53, 3273, 3735.69, 0, 0, 0, 0, 28.4903, 56.6012, 83.2662, 166.882, 28.4903, 56.6012, 0, 0, 83.2662, 0, 28.4903, 1.26902E-005, 26.6282, 0.860014, 27.4882, 1.00213, 0, 0, 0, 0, 28.4903, 0, 0, 0, 0, 0, 0, 28.4903, 0, 0, 0, 0, 0, 0, 1.26902E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1885.1, 0, 0, 0, 0, 0, 0
7201, 1726.61, 171.454, 3356.23, 3549.99, 1702.68, 937.31, 3273, 3735.69, 0, 0, 0, 0, 23.9227, 47.4201, 83.2662, 166.882, 23.9227, 47.4201, 0, 0, 83.2662, 0, 23.9227, 1.13403E-005, 22.4032, 0.693827, 23.097, 0.825749, 0, 0, 0, 0, 23.9227, 0, 0, 0, 0, 0, 0, 23.9227, 0, 0, 0, 0, 0, 0, 1.13403E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1702.68, 0, 0, 0, 0, 0, 0
7202, 1643.93, 124.339, 3356.23, 3549.99, 1621.85, 892.845, 3273, 3735.69, 0, 0, 0, 0, 22.084, 43.7286, 83.2662, 166.882, 22.084, 43.7286, 0, 0, 83.2662, 0, 22.0839, 1.0776E-005, 20.7063, 0.621975, 21.3283, 0.755691, 0, 0, 0, 0, 22.084, 0, 0, 0, 0, 0, 0, 22.0839, 0, 0, 0, 0, 0, 0, 1.0776E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1621.85, 0, 0, 0, 0, 0, 0
7203, 1596.57, 95.4952, 3356.23, 3549.99, 1575.42, 867.355, 3273, 3735.69, 0, 0, 0, 0, 21.0982, 41.7482, 83.2662, 166.882, 21.0982, 41.7482, 0, 0, 83.2662, 0, 21.0982, 1.05068E-005, 19.7968, 0.585245, 20.3821, 0.716163, 0, 0, 0, 0, 21.0982, 0, 0, 0, 0, 0, 0, 21.0982, 0, 0, 0, 0, 0, 0, 1.05068E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1575.42, 0, 0, 0, 0, 0, 0
7204, 1590.84, 92.0146, 3356.23, 3549.99, 1569.86, 864.267, 3273, 3735.69, 0, 0, 0, 0, 20.9815, 41.5136, 83.2662, 166.882, 20.9815, 41.5136, 0, 0, 83.2662, 0, 20.9815, 1.04753E-005, 19.6893, 0.580751, 20.2701, 0.711446, 0, 0, 0, 0, 20.9815, 0, 0, 0, 0, 0, 0, 20.9815, 0, 0, 0, 0, 0, 0, 1.04753E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1569.86, 0, 0, 0, 0, 0, 0
7205, 1617.48, 108.227, 3356.23, 3549.99, 1595.98, 878.609, 3273, 3735.69, 0, 0, 0, 0, 21.5282, 42.6119, 83.2662, 166.882, 21.5282, 42.6119, 0, 0, 83.2662, 0, 21.5282, 1.06231E-005, 20.1935, 0.601207, 20.7947, 0.733443, 0, 0, 0, 0, 21.5282, 0, 0, 0, 0, 0, 0, 21.5282, 0, 0, 0, 0, 0, 0, 1.06231E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1595.98, 0, 0, 0, 0, 0, 0
7206, 1782.21, 208.875, 3356.23, 3549.99, 1757.02, 967.142, 3273, 3735.69, 0, 0, 0, 0, 25.1968, 49.9846, 83.2662, 166.882, 25.1968, 49.9846, 0, 0, 83.2662, 0, 25.1968, 1.16606E-005, 23.5818, 0.736649, 24.3185, 0.878322, 0, 0, 0, 0, 25.1968, 0, 0, 0, 0, 0, 0, 25.1968, 0, 0, 0, 0, 0, 0, 1.16606E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1757.02, 0, 0, 0, 0, 0, 0
7207, 2121.17, 414.861, 3356.23, 3549.99, 2086.84, 1148.38, 3273, 3735.69, 0, 0, 0, 0, 34.3181, 68.3211, 83.2662, 166.882, 34.3181, 68.3211, 0, 0, 83.2662, 0, 34.318, 1.45178E-005, 32.0292, 1.06812, 33.0973, 1.22077, 0, 0, 0, 0, 34.3181, 0, 0, 0, 0, 0, 0, 34.318, 0, 0, 0, 0, 0, 0, 1.45178E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2086.84, 0, 0, 0, 0, 0, 0
7208, 2368.63, 562.984, 3356.23, 3549.99, 2326.29, 1279.98, 3273, 3735.69, 39.8994, 0, 39.8576, 0, 42.3191, 84.4305, 83.2662, 166.882, 42.3191, 84.4305, 0, 0, 83.2662, 0, 42.3191, 1.72327E-005, 39.4373, 1.37331, 40.8106, 1.50841, 0, 0, 0, 0, 42.3191, 0, 0, 0, 0, 0, 0, 42.3191, 0, 0, 0, 0, 0, 0, 1.72327E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2326.29, 0, 0, 0, 0, 0, 0
7209, 2474.6, 626.401, 3356.23, 3549.99, 2428.52, 1336.11, 3273, 3735.69, 153.89, 0, 161.039, 0, 46.0661, 91.9746, 83.2662, 166.882, 46.0661, 91.9746, 0, 0, 83.2662, 0, 46.066, 1.85493E-005, 42.9492, 1.47768, 44.4268, 1.63921, 0, 0, 0, 0, 46.0661, 0, 0, 0, 0, 0, 0, 46.066, 0, 0, 0, 0, 0, 0, 1.85493E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2428.52, 0, 0, 0, 0, 0, 0
7210, 2537.35, 666.096, 3356.23, 3549.99, 2488.95, 1369.28, 3273, 3735.69, 221.95, 0, 238.586, 0, 48.3927, 96.6578, 83.2662, 166.882, 48.3927, 96.6578, 0, 0, 83.2662, 0, 48.3927, 1.93522E-005, 45.1132, 1.55747, 46.6707, 1.72205, 0, 0, 0, 0, 48.3927, 0, 0, 0, 0, 0, 0, 48.3927, 0, 0, 0, 0, 0, 0, 1.93522E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2488.95, 0, 0, 0, 0, 0, 0
7211, 2577.5, 691.545, 3356.23, 3549.99, 2527.69, 1390.47, 3273, 3735.69, 265.383, 0, 290.127, 0, 49.9193, 99.7303, 83.2662, 166.882, 49.9193, 99.7303, 0, 0, 83.2662, 0, 49.9193, 1.98805E-005, 46.5337, 1.60924, 48.143, 1.77629, 0, 0, 0, 0, 49.9193, 0, 0, 0, 0, 0, 0, 49.9193, 0, 0, 0, 0, 0, 0, 1.98805E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2527.69, 0, 0, 0, 0, 0, 0
7212, 2589.19, 698.962, 3356.23, 3549.99, 2538.85, 1396.64, 3273, 3735.69, 278.069, 0, 305.469, 0, 50.3704, 100.639, 83.2662, 166.882, 50.3704, 100.639, 0, 0, 83.2662, 0, 50.3704, 2.00334E-005, 46.9532, 1.62492, 48.5781, 1.79234, 0, 0, 0, 0, 50.3704, 0, 0, 0, 0, 0, 0, 50.3704, 0, 0, 0, 0, 0, 0, 2.00334E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2538.85, 0, 0, 0, 0, 0, 0
7213, 2569.51, 686.477, 3356.23, 3549.99, 2519.84, 1386.26, 3273, 3735.69, 256.827, 0, 279.832, 0, 49.6145, 99.1173, 83.2662, 166.882, 49.6145, 99.1173, 0, 0, 83.2662, 0, 49.6144, 1.9773E-005, 46.2494, 1.59948, 47.8489, 1.76553, 0, 0, 0, 0, 49.6145, 0, 0, 0, 0, 0, 0, 49.6144, 0, 0, 0, 0, 0, 0, 1.9773E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2519.84, 0, 0, 0, 0, 0, 0
7214, 2557.14, 678.633, 3356.23, 3549.99, 2507.96, 1379.73, 3273, 3735.69, 243.425, 0, 263.862, 0, 49.1422, 98.1666, 83.2662, 166.882, 49.1422, 98.1666, 0, 0, 83.2662, 0, 49.1422, 1.96076E-005, 45.8101, 1.58329, 47.3934, 1.74873, 0, 0, 0, 0, 49.1422, 0, 0, 0, 0, 0, 0, 49.1422, 0, 0, 0, 0, 0, 0, 1.96076E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2507.96, 0, 0, 0, 0, 0, 0
7215, 2526.06, 658.945, 3356.23, 3549.99, 2478.01, 1363.32, 3273, 3735.69, 209.792, 0, 224.441, 0, 47.9695, 95.8064, 83.2662, 166.882, 47.9695, 95.8064, 0, 0, 83.2662, 0, 47.9695, 1.92057E-005, 44.7191, 1.5434, 46.2625, 1.707, 0, 0, 0, 0, 47.9695, 0, 0, 0, 0, 0, 0, 47.9695, 0, 0, 0, 0, 0, 0, 1.92057E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2478.01, 0, 0, 0, 0, 0, 0
7216, 2512.67, 650.472, 3356.23, 3549.99, 2465.17, 1356.24, 3273, 3735.69, 195.255, 0, 207.704, 0, 47.4693, 94.7993, 83.2662, 166.882, 47.4693, 94.7993, 0, 0, 83.2662, 0, 47.4693, 1.90329E-005, 44.254, 1.5261, 45.7801, 1.68914, 0, 0, 0, 0, 47.4693, 0, 0, 0, 0, 0, 0, 47.4693, 0, 0, 0, 0, 0, 0, 1.90329E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2465.17, 0, 0, 0, 0, 0, 0
7217, 2580.81, 693.645, 3356.23, 3549.99, 2530.77, 1392.22, 3273, 3735.69, 269.014, 0, 294.496, 0, 50.0475, 99.9887, 83.2662, 166.882, 50.0475, 99.9887, 0, 0, 83.2662, 0, 50.0475, 1.99198E-005, 46.6526, 1.61396, 48.2666, 1.78088, 0, 0, 0, 0, 50.0475, 0, 0, 0, 0, 0, 0, 50.0475, 0, 0, 0, 0, 0, 0, 1.99198E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2530.77, 0, 0, 0, 0, 0, 0
7218, 2939.36, 898.057, 3356.23, 3549.99, 2875.21, 1581.94, 3273, 3735.69, 637.569, 0, 796.398, 0, 64.1666, 128.423, 83.2662, 166.882, 64.1666, 128.423, 0, 0, 83.2662, 0, 64.1666, 2.50764E-005, 59.7985, 2.10941, 61.9079, 2.2587, 0, 0, 0, 0, 64.1666, 0, 0, 0, 0, 0, 0, 64.1666, 0, 0, 0, 0, 0, 0, 2.50764E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2875.21, 0, 0, 0, 0, 0, 0
7219, 3070.69, 982.839, 3356.23, 3549.99, 3000.55, 1650.7, 3273, 3735.69, 778.175, 0, 1018.51, 0, 70.1733, 140.522, 83.2662, 166.882, 70.1733, 140.522, 0, 0, 83.2662, 0, 70.1733, 2.72505E-005, 65.3956, 2.31208, 67.7076, 2.46566, 0, 0, 0, 0, 70.1733, 0, 0, 0, 0, 0, 0, 70.1733, 0, 0, 0, 0, 0, 0, 2.72505E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3000.55, 0, 0, 0, 0, 0, 0
7220, 2983.85, 926.721, 3356.23, 3549.99, 2917.66, 1605.26, 3273, 3735.69, 685.278, 0, 869.85, 0, 66.1651, 132.449, 83.2662, 166.882, 66.1651, 132.449, 0, 0, 83.2662, 0, 66.165, 2.57978E-005, 61.66, 2.17732, 63.8373, 2.32773, 0, 0, 0, 0, 66.1651, 0, 0, 0, 0, 0, 0, 66.165, 0, 0, 0, 0, 0, 0, 2.57978E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2917.66, 0, 0, 0, 0, 0, 0
7221, 2837.79, 832.801, 3356.23, 3549.99, 2778.05, 1528.62, 3273, 3735.69, 528.546, 0, 635.849, 0, 59.7451, 119.518, 83.2662, 166.882, 59.7451, 119.518, 0, 0, 83.2662, 0, 59.7451, 2.34924E-005, 55.6799, 1.95956, 57.6394, 2.10568, 0, 0, 0, 0, 59.7451, 0, 0, 0, 0, 0, 0, 59.7451, 0, 0, 0, 0, 0, 0, 2.34924E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2778.05, 0, 0, 0, 0, 0, 0
7222, 2604.48, 687.343, 3356.23, 3549.99, 2554.18, 1405.69, 3273, 3735.69, 276.567, 0, 303.448, 0, 50.3259, 100.553, 83.2662, 166.882, 50.3259, 100.553, 0, 0, 83.2662, 0, 50.3259, 2.0139E-005, 46.9194, 1.62582, 48.5452, 1.78069, 0, 0, 0, 0, 50.3259, 0, 0, 0, 0, 0, 0, 50.3259, 0, 0, 0, 0, 0, 0, 2.0139E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2554.18, 0, 0, 0, 0, 0, 0
