"Hour", "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "Aux1", "Aux2", "Aux3", "Aux4", "Aux5", "Aux6", "Aux7"
7865, 1540.92, 76.8583, 3601.06, 3838.98, 1520.78, 844.995, 3505.69, 4010.83, 0, 0, 1597.82, 77.033, 20.1383, 39.7441, 95.5336, 192.227, 20.1383, 39.7441, 0, 0, 95.5336, 0, 20.1383, 1.01412E-005, 18.8812, 0.568819, 19.45, 0.688287, 0, 0, 0, 0, 20.1383, 0, 0, 0, 0, 0, 0
7866, 1678.85, 160.95, 3601.06, 3838.98, 1655.81, 919.224, 3505.69, 4010.83, 0, 0, 1786.64, 130.834, 23.0424, 45.6086, 95.5336, 192.227, 23.0424, 45.6086, 0, 0, 95.5336, 0, 23.0424, 1.09318E-005, 21.5589, 0.677849, 22.2368, 0.805575, 0, 0, 0, 0, 23.0424, 0, 0, 0, 0, 0, 0
7867, 1664.72, 152.324, 3601.06, 3838.98, 1641.97, 911.642, 3505.69, 4010.83, 0, 0, 1765.82, 123.848, 22.7287, 44.9751, 95.5336, 192.227, 22.7287, 44.9751, 0, 0, 95.5336, 0, 22.7287, 1.08447E-005, 21.2694, 0.666224, 21.9356, 0.793057, 0, 0, 0, 0, 22.7287, 0, 0, 0, 0, 0, 0
7868, 1629.37, 130.774, 3601.06, 3838.98, 1607.37, 892.675, 3505.69, 4010.83, 0, 0, 1714.85, 107.48, 21.9606, 43.4239, 95.5336, 192.227, 21.9606, 43.4239, 0, 0, 95.5336, 0, 21.9606, 1.06322E-005, 20.5607, 0.63767, 21.1984, 0.76225, 0, 0, 0, 0, 21.9606, 0, 0, 0, 0, 0, 0
7869, 1586.94, 104.938, 3601.06, 3838.98, 1565.82, 869.874, 3505.69, 4010.83, 0, 0, 1656.35, 90.5304, 21.0688, 41.6231, 95.5336, 192.227, 21.0688, 41.6231, 0, 0, 95.5336, 0, 21.0688, 1.03882E-005, 19.7384, 0.604203, 20.3426, 0.726188, 0, 0, 0, 0, 21.0688, 0, 0, 0, 0, 0, 0
7870, 1526.85, 68.4074, 3601.06, 3838.98, 1506.92, 837.529, 3505.69, 4010.83, 0, 0, 1577.22, 70.3081, 19.8627, 39.188, 95.5336, 192.227, 19.8627, 39.188, 0, 0, 95.5336, 0, 19.8627, 1.00698E-005, 18.6274, 0.558456, 19.1859, 0.676854, 0, 0, 0, 0, 19.8627, 0, 0, 0, 0, 0, 0
7871, 1438.41, 14.6856, 3601.06, 3838.98, 1420.2, 789.694, 3505.69, 4010.83, 0, 0, 1467.21, 47.0041, 18.2074, 35.8464, 95.5336, 192.227, 18.2074, 35.8464, 0, 0, 95.5336, 0, 18.2074, 9.64838E-006, 17.1051, 0.494322, 17.5994, 0.607974, 0, 0, 0, 0, 18.2074, 0, 0, 0, 0, 0, 0
7872, 1328.88, -51.524, 3601.06, 3838.98, 1312.52, 730.402, 3505.69, 4010.83, 0, 0, 1333.61, 21.0911, 16.3572, 32.1137, 95.5336, 192.227, 16.3572, 32.1137, 0, 0, 95.5336, 0, 16.3572, 9.22E-006, 15.4077, 0.420851, 15.8285, 0.528664, 0, 0, 0, 0, 16.3572, 0, 0, 0, 0, 0, 0
7873, 1265.3, -89.8552, 3601.06, 3838.98, 1249.92, 695.879, 3505.69, 4010.83, 0, 0, 1261.54, 11.6156, 15.3838, 30.1507, 95.5336, 192.227, 15.3838, 30.1507, 0, 0, 95.5336, 0, 15.3838, 9.00476E-006, 14.517, 0.381048, 14.898, 0.485742, 0, 0, 0, 0, 15.3838, 0, 0, 0, 0, 0, 0
7874, 1240.6, -104.729, 3601.06, 3838.98, 1225.56, 682.452, 3505.69, 4010.83, 0, 0, 1233.52, 7.96459, 15.0256, 29.4285, 95.5336, 192.227, 15.0256, 29.4285, 0, 0, 95.5336, 0, 15.0256, 8.93559E-006, 14.1898, 0.366169, 14.5559, 0.469656, 0, 0, 0, 0, 15.0256, 0, 0, 0, 0, 0, 0
7875, 1233.53, -108.984, 3601.06, 3838.98, 1218.6, 678.602, 3505.69, 4010.83, 0, 0, 1225.47, 6.86778, 14.925, 29.2256, 95.5336, 192.227, 14.925, 29.2256, 0, 0, 95.5336, 0, 14.9249, 8.9196E-006, 14.0979, 0.361936, 14.4598, 0.465106, 0, 0, 0, 0, 14.925, 0, 0, 0, 0, 0, 0
7876, 1251.17, -98.3649, 3601.06, 3838.98, 1236, 688.194, 3505.69, 4010.83, 0, 0, 1245.38, 9.37791, 15.1773, 29.7344, 95.5336, 192.227, 15.1773, 29.7344, 0, 0, 95.5336, 0, 15.1773, 8.96685E-006, 14.3284, 0.372445, 14.7008, 0.476488, 0, 0, 0, 0, 15.1773, 0, 0, 0, 0, 0, 0
7877, 1272.35, -85.6059, 3601.06, 3838.98, 1256.88, 699.711, 3505.69, 4010.83, 0, 0, 1269.49, 12.6066, 15.488, 30.3608, 95.5336, 192.227, 15.488, 30.3608, 0, 0, 95.5336, 0, 15.488, 9.03352E-006, 14.6123, 0.385315, 14.9976, 0.490393, 0, 0, 0, 0, 15.488, 0, 0, 0, 0, 0, 0
7878, 1353.55, -36.626, 3601.06, 3838.98, 1336.85, 743.767, 3505.69, 4010.83, 0, 0, 1364.06, 27.2035, 16.7545, 32.9149, 95.5336, 192.227, 16.7545, 32.9149, 0, 0, 95.5336, 0, 16.7544, 9.30798E-006, 15.7717, 0.436722, 16.2085, 0.545983, 0, 0, 0, 0, 16.7545, 0, 0, 0, 0, 0, 0
7879, 1378.32, -21.6639, 3601.06, 3838.98, 1361.17, 757.191, 3505.69, 4010.83, 0, 0, 1394.68, 33.5094, 17.1651, 33.7434, 95.5336, 192.227, 17.1651, 33.7434, 0, 0, 95.5336, 0, 17.1651, 9.40261E-006, 16.1482, 0.453205, 16.6014, 0.563694, 0, 0, 0, 0, 17.1651, 0, 0, 0, 0, 0, 0
7880, 1424.24, 6.11045, 3601.06, 3838.98, 1406.32, 782.034, 3505.69, 4010.83, 0, 0, 1451.96, 45.6373, 17.9556, 35.3383, 95.5336, 192.227, 17.9556, 35.3383, 0, 0, 95.5336, 0, 17.9556, 9.58743E-006, 16.8738, 0.484406, 17.3582, 0.597396, 0, 0, 0, 0, 17.9556, 0, 0, 0, 0, 0, 0
7881, 1480.78, 40.3616, 3601.06, 3838.98, 1461.84, 812.571, 3505.69, 4010.83, 0, 0, 1523.49, 61.6498, 18.982, 37.4097, 95.5336, 192.227, 18.982, 37.4097, 0, 0, 95.5336, 0, 18.982, 9.84316E-006, 17.8171, 0.524361, 18.3414, 0.640516, 0, 0, 0, 0, 18.982, 0, 0, 0, 0, 0, 0
7882, 1484.36, 42.5282, 3601.06, 3838.98, 1465.31, 814.506, 3505.69, 4010.83, 0, 0, 1528.41, 63.0991, 19.0491, 37.5453, 95.5336, 192.227, 19.0491, 37.5453, 0, 0, 95.5336, 0, 19.0491, 9.8575E-006, 17.8787, 0.527044, 18.4058, 0.643322, 0, 0, 0, 0, 19.0491, 0, 0, 0, 0, 0, 0
7883, 1505.57, 55.3978, 3601.06, 3838.98, 1486.12, 825.951, 3505.69, 4010.83, 0, 0, 1551.87, 65.7529, 19.4507, 38.3559, 95.5336, 192.227, 19.4507, 38.3559, 0, 0, 95.5336, 0, 19.4507, 9.96157E-006, 18.2483, 0.542501, 18.7908, 0.659931, 0, 0, 0, 0, 19.4507, 0, 0, 0, 0, 0, 0
7884, 1487.91, 44.6813, 3601.06, 3838.98, 1468.78, 816.426, 3505.69, 4010.83, 0, 0, 1529.7, 60.9222, 19.1159, 37.6801, 95.5336, 192.227, 19.1159, 37.6801, 0, 0, 95.5336, 0, 19.1159, 9.87617E-006, 17.9402, 0.529669, 18.4699, 0.64603, 0, 0, 0, 0, 19.1159, 0, 0, 0, 0, 0, 0
7885, 1463.18, 29.6843, 3601.06, 3838.98, 1444.49, 803.077, 3505.69, 4010.83, 0, 0, 1498.53, 54.0342, 18.6564, 36.7527, 95.5336, 192.227, 18.6564, 36.7527, 0, 0, 95.5336, 0, 18.6564, 9.76151E-006, 17.5177, 0.511894, 18.0296, 0.626849, 0, 0, 0, 0, 18.6564, 0, 0, 0, 0, 0, 0
7886, 1449.03, 21.1142, 3601.06, 3838.98, 1430.61, 795.435, 3505.69, 4010.83, 0, 0, 1480.69, 50.0757, 18.3986, 36.2323, 95.5336, 192.227, 18.3986, 36.2323, 0, 0, 95.5336, 0, 18.3986, 9.6965E-006, 17.2807, 0.501839, 17.7825, 0.616027, 0, 0, 0, 0, 18.3986, 0, 0, 0, 0, 0, 0
7887, 1410.18, -2.40909, 3601.06, 3838.98, 1392.43, 774.437, 3505.69, 4010.83, 0, 0, 1432.36, 39.9324, 17.7097, 34.8423, 95.5336, 192.227, 17.7097, 34.8423, 0, 0, 95.5336, 0, 17.7097, 9.53023E-006, 16.6479, 0.474885, 17.1228, 0.586904, 0, 0, 0, 0, 17.7097, 0, 0, 0, 0, 0, 0
7888, 1388.96, -15.2389, 3601.06, 3838.98, 1371.59, 762.954, 3505.69, 4010.83, 0, 0, 1405.98, 34.3814, 17.345, 34.1064, 95.5336, 192.227, 17.345, 34.1064, 0, 0, 95.5336, 0, 17.345, 9.44296E-006, 16.3132, 0.46043, 16.7737, 0.571344, 0, 0, 0, 0, 17.345, 0, 0, 0, 0, 0, 0
7889, 1480.82, 40.3848, 3601.06, 3838.98, 1461.84, 812.599, 3505.69, 4010.83, 0, 0, 1520.59, 58.7536, 18.9829, 37.4116, 95.5336, 192.227, 18.9829, 37.4116, 0, 0, 95.5336, 0, 18.9829, 9.84562E-006, 17.8179, 0.524483, 18.3424, 0.640488, 0, 0, 0, 0, 18.9829, 0, 0, 0, 0, 0, 0
7890, 1632.87, 132.911, 3601.06, 3838.98, 1610.83, 894.552, 3505.69, 4010.83, 0, 0, 1719.53, 108.707, 22.0354, 43.5748, 95.5336, 192.227, 22.0354, 43.5748, 0, 0, 95.5336, 0, 22.0354, 1.06489E-005, 20.6297, 0.640394, 21.2701, 0.765252, 0, 0, 0, 0, 22.0354, 0, 0, 0, 0, 0, 0
7891, 1608.14, 117.844, 3601.06, 3838.98, 1586.6, 881.267, 3505.69, 4010.83, 0, 0, 1685.12, 98.5181, 21.5101, 42.514, 95.5336, 192.227, 21.5101, 42.514, 0, 0, 95.5336, 0, 21.51, 1.05103E-005, 20.1452, 0.620755, 20.766, 0.744068, 0, 0, 0, 0, 21.5101, 0, 0, 0, 0, 0, 0
7892, 1583.38, 102.778, 3601.06, 3838.98, 1562.36, 867.959, 3505.69, 4010.83, 0, 0, 1651.38, 89.0218, 20.9954, 41.4748, 95.5336, 192.227, 20.9954, 41.4748, 0, 0, 95.5336, 0, 20.9954, 1.0369E-005, 19.6708, 0.60138, 20.2722, 0.7232, 0, 0, 0, 0, 20.9954, 0, 0, 0, 0, 0, 0
7893, 1548.03, 81.283, 3601.06, 3838.98, 1527.71, 848.937, 3505.69, 4010.83, 0, 0, 1604.53, 76.8179, 20.2802, 40.0307, 95.5336, 192.227, 20.2802, 40.0307, 0, 0, 95.5336, 0, 20.2802, 1.01795E-005, 19.0119, 0.574307, 19.5862, 0.694005, 0, 0, 0, 0, 20.2802, 0, 0, 0, 0, 0, 0
7894, 1477.37, 38.3789, 3601.06, 3838.98, 1458.37, 810.844, 3505.69, 4010.83, 0, 0, 1514.72, 56.3503, 18.9193, 37.2837, 95.5336, 192.227, 18.9193, 37.2837, 0, 0, 95.5336, 0, 18.9193, 9.82815E-006, 17.7594, 0.522189, 18.2816, 0.637749, 0, 0, 0, 0, 18.9193, 0, 0, 0, 0, 0, 0
7895, 1371.27, -25.9262, 3601.06, 3838.98, 1354.23, 753.373, 3505.69, 4010.83, 0, 0, 1384.02, 29.7904, 17.0472, 33.5054, 95.5336, 192.227, 17.0472, 33.5054, 0, 0, 95.5336, 0, 17.0472, 9.37479E-006, 16.0401, 0.448525, 16.4886, 0.558561, 0, 0, 0, 0, 17.0472, 0, 0, 0, 0, 0, 0
7896, 1275.9, -83.4731, 3601.06, 3838.98, 1260.36, 701.637, 3505.69, 4010.83, 0, 0, 1273.65, 13.294, 15.5409, 30.4674, 95.5336, 192.227, 15.5409, 30.4674, 0, 0, 95.5336, 0, 15.5409, 9.04117E-006, 14.6606, 0.387536, 15.0481, 0.492748, 0, 0, 0, 0, 15.5409, 0, 0, 0, 0, 0, 0
7897, 1219.44, -117.466, 3601.06, 3838.98, 1204.67, 670.937, 3505.69, 4010.83, 0, 0, 1209.79, 5.12076, 14.7276, 28.8278, 95.5336, 192.227, 14.7276, 28.8278, 0, 0, 95.5336, 0, 14.7276, 8.87697E-006, 13.9177, 0.353696, 14.2714, 0.456144, 0, 0, 0, 0, 14.7276, 0, 0, 0, 0, 0, 0
7898, 1194.7, -132.334, 3601.06, 3838.98, 1180.3, 657.464, 3505.69, 4010.83, 0, 0, 1182.65, 2.35651, 14.3893, 28.146, 95.5336, 192.227, 14.3893, 28.146, 0, 0, 95.5336, 0, 14.3893, 8.81454E-006, 13.6093, 0.339317, 13.9486, 0.440652, 0, 0, 0, 0, 14.3893, 0, 0, 0, 0, 0, 0
7899, 1187.63, -136.582, 3601.06, 3838.98, 1173.33, 653.609, 3505.69, 4010.83, 0, 0, 1174.93, 1.60501, 14.2946, 27.9551, 95.5336, 192.227, 14.2946, 27.9551, 0, 0, 95.5336, 0, 14.2946, 8.79923E-006, 13.523, 0.335253, 13.8583, 0.436283, 0, 0, 0, 0, 14.2946, 0, 0, 0, 0, 0, 0
7900, 1198.21, -130.222, 3601.06, 3838.98, 1183.78, 659.372, 3505.69, 4010.83, 0, 0, 1186.4, 2.61986, 14.4364, 28.2409, 95.5336, 192.227, 14.4364, 28.2409, 0, 0, 95.5336, 0, 14.4364, 8.8226E-006, 13.6523, 0.341284, 13.9936, 0.442819, 0, 0, 0, 0, 14.4364, 0, 0, 0, 0, 0, 0
7901, 1215.86, -119.611, 3601.06, 3838.98, 1201.19, 668.982, 3505.69, 4010.83, 0, 0, 1205.66, 4.46638, 14.6776, 28.7271, 95.5336, 192.227, 14.6776, 28.7271, 0, 0, 95.5336, 0, 14.6776, 8.8677E-006, 13.8722, 0.351501, 14.2237, 0.453865, 0, 0, 0, 0, 14.6776, 0, 0, 0, 0, 0, 0
7902, 1275.85, -83.4908, 3601.06, 3838.98, 1260.36, 701.612, 3505.69, 4010.83, 0, 0, 1273.37, 13.0134, 15.54, 30.4656, 95.5336, 192.227, 15.54, 30.4656, 0, 0, 95.5336, 0, 15.54, 9.04053E-006, 14.6599, 0.38741, 15.0473, 0.492708, 0, 0, 0, 0, 15.54, 0, 0, 0, 0, 0, 0
7903, 1307.66, -64.3216, 3601.06, 3838.98, 1291.66, 718.886, 3505.69, 4010.83, 0, 0, 1310.15, 18.4829, 16.024, 31.4417, 95.5336, 192.227, 16.024, 31.4417, 0, 0, 95.5336, 0, 16.024, 9.14593E-006, 15.1026, 0.407275, 15.5099, 0.514121, 0, 0, 0, 0, 16.024, 0, 0, 0, 0, 0, 0
7904, 1350.04, -38.7452, 3601.06, 3838.98, 1333.38, 741.871, 3505.69, 4010.83, 0, 0, 1360.06, 26.6849, 16.6975, 32.8, 95.5336, 192.227, 16.6975, 32.8, 0, 0, 95.5336, 0, 16.6974, 9.2938E-006, 15.7194, 0.434488, 16.1539, 0.543517, 0, 0, 0, 0, 16.6975, 0, 0, 0, 0, 0, 0
7905, 1374.79, -23.7992, 3601.06, 3838.98, 1357.7, 755.278, 3505.69, 4010.83, 0, 0, 1390.31, 32.6113, 17.1059, 33.6239, 95.5336, 192.227, 17.1059, 33.6239, 0, 0, 95.5336, 0, 17.1059, 9.3878E-006, 16.0939, 0.450847, 16.5447, 0.561149, 0, 0, 0, 0, 17.1059, 0, 0, 0, 0, 0, 0
7906, 1346.57, -40.8527, 3601.06, 3838.98, 1329.9, 739.991, 3505.69, 4010.83, 0, 0, 1356.24, 26.3365, 16.6412, 32.6866, 95.5336, 192.227, 16.6412, 32.6866, 0, 0, 95.5336, 0, 16.6412, 9.28026E-006, 15.6678, 0.432329, 16.1001, 0.541084, 0, 0, 0, 0, 16.6412, 0, 0, 0, 0, 0, 0
7907, 1346.54, -40.8629, 3601.06, 3838.98, 1329.9, 739.977, 3505.69, 4010.83, 0, 0, 1356.09, 26.1888, 16.6407, 32.6856, 95.5336, 192.227, 16.6407, 32.6856, 0, 0, 95.5336, 0, 16.6407, 9.28037E-006, 15.6674, 0.432271, 16.0997, 0.541062, 0, 0, 0, 0, 16.6407, 0, 0, 0, 0, 0, 0
7908, 1350.07, -38.731, 3601.06, 3838.98, 1333.38, 741.89, 3505.69, 4010.83, 0, 0, 1360.27, 26.8888, 16.6981, 32.8013, 95.5336, 192.227, 16.6981, 32.8013, 0, 0, 95.5336, 0, 16.6981, 9.29339E-006, 15.72, 0.434569, 16.1545, 0.543548, 0, 0, 0, 0, 16.6981, 0, 0, 0, 0, 0, 0
7909, 1367.73, -28.0663, 3601.06, 3838.98, 1350.75, 751.454, 3505.69, 4010.83, 0, 0, 1381.67, 30.9222, 16.9883, 33.3866, 95.5336, 192.227, 16.9883, 33.3866, 0, 0, 95.5336, 0, 16.9882, 9.35722E-006, 15.986, 0.446166, 16.4322, 0.556086, 0, 0, 0, 0, 16.9883, 0, 0, 0, 0, 0, 0
7910, 1374.8, -23.7925, 3601.06, 3838.98, 1357.7, 755.287, 3505.69, 4010.83, 0, 0, 1390.43, 32.7251, 17.1062, 33.6246, 95.5336, 192.227, 17.1062, 33.6246, 0, 0, 95.5336, 0, 17.1062, 9.38975E-006, 16.0941, 0.450885, 16.545, 0.561163, 0, 0, 0, 0, 17.1062, 0, 0, 0, 0, 0, 0
7911, 1357.16, -34.456, 3601.06, 3838.98, 1340.33, 745.73, 3505.69, 4010.83, 0, 0, 1368.9, 28.5732, 16.8139, 33.035, 95.5336, 192.227, 16.8139, 33.035, 0, 0, 95.5336, 0, 16.8139, 9.32094E-006, 15.8261, 0.439245, 16.2653, 0.548564, 0, 0, 0, 0, 16.8139, 0, 0, 0, 0, 0, 0
7912, 1346.55, -40.8591, 3601.06, 3838.98, 1329.9, 739.982, 3505.69, 4010.83, 0, 0, 1356.15, 26.2442, 16.6409, 32.686, 95.5336, 192.227, 16.6409, 32.686, 0, 0, 95.5336, 0, 16.6409, 9.28436E-006, 15.6675, 0.432293, 16.0998, 0.54107, 0, 0, 0, 0, 16.6409, 0, 0, 0, 0, 0, 0
7913, 1477.29, 38.2415, 3601.06, 3838.98, 1458.37, 810.691, 3505.69, 4010.83, 0, 0, 1519.38, 61.0079, 18.9171, 37.2788, 95.5336, 192.227, 18.9171, 37.2788, 0, 0, 95.5336, 0, 18.9171, 9.83075E-006, 17.7573, 0.521933, 18.2793, 0.637816, 0, 0, 0, 0, 18.9171, 0, 0, 0, 0, 0, 0
7914, 1622.26, 126.45, 3601.06, 3838.98, 1600.44, 888.858, 3505.69, 4010.83, 0, 0, 1704.39, 103.952, 21.8086, 43.1168, 95.5336, 192.227, 21.8086, 43.1168, 0, 0, 95.5336, 0, 21.8086, 1.05889E-005, 20.4206, 0.631885, 21.0525, 0.756121, 0, 0, 0, 0, 21.8086, 0, 0, 0, 0, 0, 0
7915, 1597.53, 111.385, 3601.06, 3838.98, 1576.21, 875.565, 3505.69, 4010.83, 0, 0, 1670.56, 94.3512, 21.2881, 42.0658, 95.5336, 192.227, 21.2881, 42.0658, 0, 0, 95.5336, 0, 21.2881, 1.04454E-005, 19.9406, 0.61241, 20.553, 0.735082, 0, 0, 0, 0, 21.2881, 0, 0, 0, 0, 0, 0
7916, 1548.05, 81.29, 3601.06, 3838.98, 1527.71, 848.947, 3505.69, 4010.83, 0, 0, 1604.67, 76.9608, 20.2806, 40.0316, 95.5336, 192.227, 20.2806, 40.0316, 0, 0, 95.5336, 0, 20.2806, 1.01794E-005, 19.0122, 0.574358, 19.5866, 0.694024, 0, 0, 0, 0, 20.2806, 0, 0, 0, 0, 0, 0
7917, 1505.62, 55.5216, 3601.06, 3838.98, 1486.11, 826.081, 3505.69, 4010.83, 0, 0, 1549.95, 63.8334, 19.4522, 38.3592, 95.5336, 192.227, 19.4522, 38.3592, 0, 0, 95.5336, 0, 19.4522, 9.96449E-006, 18.2496, 0.542669, 18.7923, 0.659895, 0, 0, 0, 0, 19.4522, 0, 0, 0, 0, 0, 0
7918, 1463.2, 29.7954, 3601.06, 3838.98, 1444.49, 803.191, 3505.69, 4010.83, 0, 0, 1496.88, 52.3876, 18.6572, 36.7546, 95.5336, 192.227, 18.6572, 36.7546, 0, 0, 95.5336, 0, 18.6572, 9.76247E-006, 17.5185, 0.511959, 18.0304, 0.626791, 0, 0, 0, 0, 18.6572, 0, 0, 0, 0, 0, 0
7919, 1378.34, -21.6558, 3601.06, 3838.98, 1361.18, 757.2, 3505.69, 4010.83, 0, 0, 1392.66, 31.4847, 17.1654, 33.744, 95.5336, 192.227, 17.1654, 33.744, 0, 0, 95.5336, 0, 17.1654, 9.40146E-006, 16.1485, 0.453234, 16.6017, 0.563644, 0, 0, 0, 0, 17.1654, 0, 0, 0, 0, 0, 0
7920, 1328.92, -51.5078, 3601.06, 3838.98, 1312.52, 730.426, 3505.69, 4010.83, 0, 0, 1333.84, 21.3207, 16.358, 32.1154, 95.5336, 192.227, 16.358, 32.1154, 0, 0, 95.5336, 0, 16.358, 9.21493E-006, 15.4084, 0.420951, 15.8293, 0.528701, 0, 0, 0, 0, 16.358, 0, 0, 0, 0, 0, 0
7921, 1293.56, -72.8309, 3601.06, 3838.98, 1277.75, 711.229, 3505.69, 4010.83, 0, 0, 1293.94, 16.1837, 15.8073, 31.0046, 95.5336, 192.227, 15.8073, 31.0046, 0, 0, 95.5336, 0, 15.8073, 9.09809E-006, 14.9042, 0.398479, 15.3027, 0.504564, 0, 0, 0, 0, 15.8073, 0, 0, 0, 0, 0, 0
7922, 1282.97, -79.2119, 3601.06, 3838.98, 1267.32, 705.482, 3505.69, 4010.83, 0, 0, 1281.77, 14.4549, 15.6469, 30.6813, 95.5336, 192.227, 15.6469, 30.6813, 0, 0, 95.5336, 0, 15.6469, 9.06339E-006, 14.7576, 0.391902, 15.1495, 0.497463, 0, 0, 0, 0, 15.6469, 0, 0, 0, 0, 0, 0
7923, 1314.73, -60.0608, 3601.06, 3838.98, 1298.62, 722.72, 3505.69, 4010.83, 0, 0, 1318.38, 19.7652, 16.134, 31.6635, 95.5336, 192.227, 16.134, 31.6635, 0, 0, 95.5336, 0, 16.134, 9.1655E-006, 15.2033, 0.411748, 15.615, 0.518952, 0, 0, 0, 0, 16.134, 0, 0, 0, 0, 0, 0
7924, 1374.76, -23.8126, 3601.06, 3838.98, 1357.7, 755.26, 3505.69, 4010.83, 0, 0, 1390.08, 32.3824, 17.1053, 33.6227, 95.5336, 192.227, 17.1053, 33.6227, 0, 0, 95.5336, 0, 17.1053, 9.38392E-006, 16.0934, 0.450769, 16.5442, 0.561119, 0, 0, 0, 0, 17.1053, 0, 0, 0, 0, 0, 0
7925, 1441.89, 16.7991, 3601.06, 3838.98, 1423.67, 791.572, 3505.69, 4010.83, 0, 0, 1474.06, 50.3898, 18.2696, 35.972, 95.5336, 192.227, 18.2696, 35.972, 0, 0, 95.5336, 0, 18.2696, 9.66747E-006, 17.1623, 0.496666, 17.659, 0.61066, 0, 0, 0, 0, 18.2696, 0, 0, 0, 0, 0, 0
7926, 1583.36, 102.656, 3601.06, 3838.98, 1562.36, 867.835, 3505.69, 4010.83, 0, 0, 1654.56, 92.2069, 20.9943, 41.4722, 95.5336, 192.227, 20.9943, 41.4722, 0, 0, 95.5336, 0, 20.9943, 1.03689E-005, 19.6698, 0.60126, 20.271, 0.723266, 0, 0, 0, 0, 20.9943, 0, 0, 0, 0, 0, 0
7927, 1777.93, 221.499, 3601.06, 3838.98, 1752.58, 972.249, 3505.69, 4010.83, 0, 0, 1941.51, 188.924, 25.3449, 50.26, 95.5336, 192.227, 25.3449, 50.26, 0, 0, 95.5336, 0, 25.3449, 1.15955E-005, 23.686, 0.762372, 24.4484, 0.896517, 0, 0, 0, 0, 25.3449, 0, 0, 0, 0, 0, 0
7928, 1913.08, 301.591, 3601.06, 3838.98, 1884.28, 1044.8, 3505.69, 4010.83, 0, 0, 2162.54, 278.257, 28.7891, 57.219, 95.5336, 192.227, 28.7891, 57.219, 0, 0, 95.5336, 0, 28.7891, 1.26654E-005, 26.8711, 0.890891, 27.762, 1.02709, 0, 0, 0, 0, 28.7891, 0, 0, 0, 0, 0, 0
7929, 1920.14, 305.938, 3601.06, 3838.98, 1891.18, 1048.55, 3505.69, 4010.83, 0, 0, 2174.12, 282.944, 28.9774, 57.5994, 95.5336, 192.227, 28.9774, 57.5994, 0, 0, 95.5336, 0, 28.9774, 1.27202E-005, 27.0456, 0.89747, 27.9431, 1.03428, 0, 0, 0, 0, 28.9774, 0, 0, 0, 0, 0, 0
7930, 1888.33, 286.366, 3601.06, 3838.98, 1860.14, 1031.62, 3505.69, 4010.83, 0, 0, 2121.06, 260.919, 28.1356, 55.8983, 95.5336, 192.227, 28.1356, 55.8983, 0, 0, 95.5336, 0, 28.1356, 1.24686E-005, 26.2661, 0.867406, 27.1336, 1.00202, 0, 0, 0, 0, 28.1356, 0, 0, 0, 0, 0, 0
7931, 1895.35, 290.69, 3601.06, 3838.98, 1867.04, 1035.36, 3505.69, 4010.83, 0, 0, 2132.03, 264.99, 28.3193, 56.2695, 95.5336, 192.227, 28.3193, 56.2695, 0, 0, 95.5336, 0, 28.3193, 1.25204E-005, 26.4364, 0.873839, 27.3102, 1.00907, 0, 0, 0, 0, 28.3193, 0, 0, 0, 0, 0, 0
7932, 1867.07, 273.307, 3601.06, 3838.98, 1839.44, 1020.3, 3505.69, 4010.83, 0, 0, 2085.26, 245.811, 27.5833, 54.7821, 95.5336, 192.227, 27.5833, 54.7821, 0, 0, 95.5336, 0, 27.5833, 1.22983E-005, 25.755, 0.847473, 26.6025, 0.980769, 0, 0, 0, 0, 27.5833, 0, 0, 0, 0, 0, 0
7933, 1856.42, 266.77, 3601.06, 3838.98, 1829.09, 1014.62, 3505.69, 4010.83, 0, 0, 2067.06, 237.969, 27.3095, 54.2287, 95.5336, 192.227, 27.3095, 54.2287, 0, 0, 95.5336, 0, 27.3094, 1.22168E-005, 25.5017, 0.837497, 26.3392, 0.970202, 0, 0, 0, 0, 27.3095, 0, 0, 0, 0, 0, 0
7934, 1859.94, 268.934, 3601.06, 3838.98, 1832.54, 1016.49, 3505.69, 4010.83, 0, 0, 2072.62, 240.075, 27.3994, 54.4104, 95.5336, 192.227, 27.3994, 54.4104, 0, 0, 95.5336, 0, 27.3994, 1.22417E-005, 25.585, 0.840686, 26.4257, 0.973669, 0, 0, 0, 0, 27.3994, 0, 0, 0, 0, 0, 0
7935, 1821.06, 245.061, 3601.06, 3838.98, 1794.57, 995.757, 3505.69, 4010.83, 0, 0, 2009.22, 214.649, 26.4166, 52.4246, 95.5336, 192.227, 26.4166, 52.4246, 0, 0, 95.5336, 0, 26.4166, 1.1949E-005, 24.6757, 0.805245, 25.4809, 0.935645, 0, 0, 0, 0, 26.4166, 0, 0, 0, 0, 0, 0
